gene,biotype
ENSG00000241045,processed_pseudogene
ENSG00000258090,processed_pseudogene
ENSG00000186908,protein_coding
ENSG00000175183,protein_coding
ENSG00000257910,lncRNA
ENSG00000257199,processed_pseudogene
ENSG00000165891,protein_coding
ENSG00000286476,lncRNA
ENSG00000257677,lncRNA
ENSG00000067798,protein_coding
ENSG00000257835,lncRNA
ENSG00000258066,lncRNA
ENSG00000258225,lncRNA
ENSG00000257220,processed_pseudogene
ENSG00000258220,lncRNA
ENSG00000258084,lncRNA
ENSG00000257879,lncRNA
ENSG00000257165,lncRNA
ENSG00000257564,processed_pseudogene
ENSG00000257948,lncRNA
ENSG00000067715,protein_coding
ENSG00000257191,lncRNA
ENSG00000257894,lncRNA
ENSG00000221788,miRNA
ENSG00000257604,processed_pseudogene
ENSG00000257474,lncRNA
ENSG00000257956,processed_pseudogene
ENSG00000177425,protein_coding
ENSG00000258048,lncRNA
ENSG00000058272,protein_coding
ENSG00000277130,lncRNA
ENSG00000258044,lncRNA
ENSG00000201942,rRNA_pseudogene
ENSG00000257557,lncRNA
ENSG00000271496,processed_pseudogene
ENSG00000239473,processed_pseudogene
ENSG00000238842,snRNA
ENSG00000165899,protein_coding
ENSG00000230291,processed_pseudogene
ENSG00000222880,misc_RNA
ENSG00000139304,protein_coding
ENSG00000257786,processed_pseudogene
ENSG00000257429,lncRNA
ENSG00000111046,protein_coding
ENSG00000111049,protein_coding
ENSG00000257741,lncRNA
ENSG00000111052,protein_coding
ENSG00000207763,miRNA
ENSG00000258215,processed_pseudogene
ENSG00000208022,miRNA
ENSG00000111058,protein_coding
ENSG00000258026,lncRNA
ENSG00000265227,miRNA
ENSG00000139220,protein_coding
ENSG00000257467,lncRNA
ENSG00000258162,lncRNA
ENSG00000258375,processed_pseudogene
ENSG00000257609,processed_pseudogene
ENSG00000257747,lncRNA
ENSG00000258193,processed_pseudogene
ENSG00000133773,protein_coding
ENSG00000127720,protein_coding
ENSG00000257875,processed_pseudogene
ENSG00000258170,lncRNA
ENSG00000257837,lncRNA
ENSG00000257431,lncRNA
ENSG00000286043,lncRNA
ENSG00000179104,protein_coding
ENSG00000252220,snRNA
ENSG00000213270,processed_pseudogene
ENSG00000258338,lncRNA
ENSG00000257124,lncRNA
ENSG00000285191,lncRNA
ENSG00000257729,lncRNA
ENSG00000221148,snoRNA
ENSG00000258358,processed_pseudogene
ENSG00000257296,processed_pseudogene
ENSG00000072041,protein_coding
ENSG00000258073,processed_pseudogene
ENSG00000231738,protein_coding
ENSG00000133640,protein_coding
ENSG00000180318,protein_coding
ENSG00000258815,lncRNA
ENSG00000257855,processed_pseudogene
ENSG00000258206,processed_pseudogene
ENSG00000198774,protein_coding
ENSG00000133636,protein_coding
ENSG00000182050,protein_coding
ENSG00000258178,lncRNA
ENSG00000257897,processed_pseudogene
ENSG00000258185,lncRNA
ENSG00000280049,TEC
ENSG00000242850,processed_pseudogene
ENSG00000258205,processed_pseudogene
ENSG00000257648,processed_pseudogene
ENSG00000258173,processed_pseudogene
ENSG00000258128,transcribed_processed_pseudogene
ENSG00000257912,lncRNA
ENSG00000257940,lncRNA
ENSG00000258179,processed_pseudogene
ENSG00000240721,processed_pseudogene
ENSG00000165805,protein_coding
ENSG00000133641,protein_coding
ENSG00000198707,protein_coding
ENSG00000252747,rRNA_pseudogene
ENSG00000257752,processed_pseudogene
ENSG00000139324,protein_coding
ENSG00000199245,misc_RNA
ENSG00000049130,protein_coding
ENSG00000281333,lncRNA
ENSG00000252850,snRNA
ENSG00000278011,lncRNA
ENSG00000246363,lncRNA
ENSG00000257629,processed_pseudogene
ENSG00000238302,snRNA
ENSG00000257820,processed_pseudogene
ENSG00000139318,protein_coding
ENSG00000274021,lncRNA
ENSG00000286608,lncRNA
ENSG00000271327,lncRNA
ENSG00000271259,lncRNA
ENSG00000139323,protein_coding
ENSG00000226982,processed_pseudogene
ENSG00000259075,protein_coding
ENSG00000257594,protein_coding
ENSG00000270344,lncRNA
ENSG00000279939,TEC
ENSG00000258302,lncRNA
ENSG00000070961,protein_coding
ENSG00000271614,lncRNA
ENSG00000258216,lncRNA
ENSG00000252207,rRNA_pseudogene
ENSG00000257480,processed_pseudogene
ENSG00000252823,snRNA
ENSG00000258290,processed_pseudogene
ENSG00000257725,lncRNA
ENSG00000257194,lncRNA
ENSG00000258183,lncRNA
ENSG00000286021,lncRNA
ENSG00000288102,lncRNA
ENSG00000257995,lncRNA
ENSG00000257787,lncRNA
ENSG00000197651,protein_coding
ENSG00000196243,lncRNA
ENSG00000083782,protein_coding
ENSG00000139330,protein_coding
ENSG00000139329,protein_coding
ENSG00000011465,protein_coding
ENSG00000258148,processed_pseudogene
ENSG00000258100,lncRNA
ENSG00000286049,lncRNA
ENSG00000274647,misc_RNA
ENSG00000277738,lncRNA
ENSG00000258125,lncRNA
ENSG00000258224,processed_pseudogene
ENSG00000257893,lncRNA
ENSG00000257863,lncRNA
ENSG00000257242,lncRNA
ENSG00000286907,lncRNA
ENSG00000287714,lncRNA
ENSG00000133639,protein_coding
ENSG00000245904,lncRNA
ENSG00000239201,processed_pseudogene
ENSG00000199895,misc_RNA
ENSG00000277851,lncRNA
ENSG00000205057,lncRNA
ENSG00000257127,lncRNA
ENSG00000266923,lncRNA
ENSG00000205056,lncRNA
ENSG00000258262,processed_pseudogene
ENSG00000187510,protein_coding
ENSG00000102189,protein_coding
ENSG00000258012,processed_pseudogene
ENSG00000257195,processed_pseudogene
ENSG00000202534,snRNA
ENSG00000257345,lncRNA
ENSG00000257322,lncRNA
ENSG00000207365,misc_RNA
ENSG00000270506,processed_pseudogene
ENSG00000256393,processed_pseudogene
ENSG00000257746,lncRNA
ENSG00000257210,processed_pseudogene
ENSG00000258171,lncRNA
ENSG00000201502,snoRNA
ENSG00000257512,transcribed_processed_pseudogene
ENSG00000257252,lncRNA
ENSG00000173598,protein_coding
ENSG00000177889,protein_coding
ENSG00000200011,misc_RNA
ENSG00000198015,protein_coding
ENSG00000243015,misc_RNA
ENSG00000258271,processed_pseudogene
ENSG00000246985,lncRNA
ENSG00000120833,protein_coding
ENSG00000186076,processed_pseudogene
ENSG00000169372,protein_coding
ENSG00000258274,lncRNA
ENSG00000264978,misc_RNA
ENSG00000258303,lncRNA
ENSG00000257283,lncRNA
ENSG00000271382,lncRNA
ENSG00000223126,misc_RNA
ENSG00000257360,processed_pseudogene
ENSG00000136040,protein_coding
ENSG00000258035,lncRNA
ENSG00000287237,lncRNA
ENSG00000258172,lncRNA
ENSG00000258365,lncRNA
ENSG00000173588,protein_coding
ENSG00000244391,misc_RNA
ENSG00000213250,processed_pseudogene
ENSG00000278916,lncRNA
ENSG00000257400,lncRNA
ENSG00000244091,misc_RNA
ENSG00000258357,processed_pseudogene
ENSG00000236349,processed_pseudogene
ENSG00000266099,miRNA
ENSG00000057704,protein_coding
ENSG00000283818,miRNA
ENSG00000257847,processed_pseudogene
ENSG00000216306,transcribed_processed_pseudogene
ENSG00000283998,miRNA
ENSG00000184752,protein_coding
ENSG00000120798,protein_coding
ENSG00000180263,protein_coding
ENSG00000257121,processed_pseudogene
ENSG00000237774,processed_pseudogene
ENSG00000028203,protein_coding
ENSG00000202470,misc_RNA
ENSG00000257666,processed_pseudogene
ENSG00000212535,snRNA
ENSG00000199172,miRNA
ENSG00000265917,miRNA
ENSG00000257943,transcribed_unitary_pseudogene
ENSG00000258313,lncRNA
ENSG00000222544,snRNA
ENSG00000241556,processed_pseudogene
ENSG00000111142,protein_coding
ENSG00000136014,protein_coding
ENSG00000257150,transcribed_processed_pseudogene
ENSG00000212448,misc_RNA
ENSG00000074527,protein_coding
ENSG00000258343,lncRNA
ENSG00000199506,snRNA
ENSG00000258292,lncRNA
ENSG00000139343,protein_coding
ENSG00000165972,protein_coding
ENSG00000285030,processed_pseudogene
ENSG00000139344,protein_coding
ENSG00000084110,protein_coding
ENSG00000257878,lncRNA
ENSG00000111144,protein_coding
ENSG00000257715,lncRNA
ENSG00000258251,processed_pseudogene
ENSG00000277062,misc_RNA
ENSG00000283422,lncRNA
ENSG00000111145,protein_coding
ENSG00000258177,lncRNA
ENSG00000287454,lncRNA
ENSG00000059758,protein_coding
ENSG00000201435,snRNA
ENSG00000257169,processed_pseudogene
ENSG00000258272,lncRNA
ENSG00000252827,misc_RNA
ENSG00000188596,protein_coding
ENSG00000258846,processed_pseudogene
ENSG00000139350,protein_coding
ENSG00000202368,misc_RNA
ENSG00000258131,lncRNA
ENSG00000257470,lncRNA
ENSG00000279190,TEC
ENSG00000286434,lncRNA
ENSG00000257920,lncRNA
ENSG00000255794,lncRNA
ENSG00000221479,miRNA
ENSG00000273942,misc_RNA
ENSG00000274230,misc_RNA
ENSG00000275231,misc_RNA
ENSG00000273570,misc_RNA
ENSG00000275971,misc_RNA
ENSG00000274819,misc_RNA
ENSG00000251844,snoRNA
ENSG00000278802,misc_RNA
ENSG00000276398,misc_RNA
ENSG00000279798,TEC
ENSG00000207586,miRNA
ENSG00000277081,misc_RNA
ENSG00000257157,processed_pseudogene
ENSG00000257501,transcribed_processed_pseudogene
ENSG00000206899,snRNA
ENSG00000265861,miRNA
ENSG00000263890,miRNA
ENSG00000258312,lncRNA
ENSG00000257580,processed_pseudogene
ENSG00000201296,snRNA
ENSG00000286056,lncRNA
ENSG00000227825,transcribed_processed_pseudogene
ENSG00000245017,lncRNA
ENSG00000257167,lncRNA
ENSG00000120802,protein_coding
ENSG00000225185,processed_pseudogene
ENSG00000075415,protein_coding
ENSG00000212443,snoRNA
ENSG00000166130,protein_coding
ENSG00000120868,protein_coding
ENSG00000185046,protein_coding
ENSG00000258204,processed_pseudogene
ENSG00000257458,lncRNA
ENSG00000202324,rRNA_pseudogene
ENSG00000258039,lncRNA
ENSG00000180219,protein_coding
ENSG00000287675,lncRNA
ENSG00000214203,processed_pseudogene
ENSG00000279148,TEC
ENSG00000111647,protein_coding
ENSG00000280088,TEC
ENSG00000257696,lncRNA
ENSG00000238105,transcribed_unprocessed_pseudogene
ENSG00000266610,misc_RNA
ENSG00000257489,transcribed_unprocessed_pseudogene
ENSG00000221476,miRNA
ENSG00000075089,protein_coding
ENSG00000166153,protein_coding
ENSG00000206790,misc_RNA
ENSG00000136021,protein_coding
ENSG00000179520,protein_coding
ENSG00000012504,protein_coding
ENSG00000271177,processed_pseudogene
ENSG00000139354,protein_coding
ENSG00000257803,processed_pseudogene
ENSG00000151572,protein_coding
ENSG00000257325,lncRNA
ENSG00000258007,lncRNA
ENSG00000258033,unprocessed_pseudogene
ENSG00000256870,protein_coding
ENSG00000207414,snRNA
ENSG00000241744,processed_pseudogene
ENSG00000120800,protein_coding
ENSG00000120805,protein_coding
ENSG00000257543,lncRNA
ENSG00000222890,snRNA
ENSG00000239413,processed_pseudogene
ENSG00000206929,misc_RNA
ENSG00000202249,snRNA
ENSG00000252366,rRNA_pseudogene
ENSG00000166211,protein_coding
ENSG00000196091,protein_coding
ENSG00000257514,lncRNA
ENSG00000274560,lncRNA
ENSG00000111666,protein_coding
ENSG00000199933,misc_RNA
ENSG00000139351,protein_coding
ENSG00000111670,protein_coding
ENSG00000222255,snRNA
ENSG00000258230,transcribed_processed_pseudogene
ENSG00000201168,rRNA_pseudogene
ENSG00000222932,snRNA
ENSG00000223046,rRNA_pseudogene
ENSG00000252863,snRNA
ENSG00000258153,processed_pseudogene
ENSG00000136048,protein_coding
ENSG00000257202,lncRNA
ENSG00000241917,processed_pseudogene
ENSG00000258308,lncRNA
ENSG00000258288,processed_pseudogene
ENSG00000120860,protein_coding
ENSG00000257222,lncRNA
ENSG00000075188,protein_coding
ENSG00000185480,protein_coding
ENSG00000183395,protein_coding
ENSG00000281344,lncRNA
ENSG00000264554,misc_RNA
ENSG00000258142,processed_pseudogene
ENSG00000283052,lncRNA
ENSG00000017427,protein_coding
ENSG00000257254,processed_pseudogene
ENSG00000258169,lncRNA
ENSG00000171759,protein_coding
ENSG00000282964,lncRNA
ENSG00000139352,protein_coding
ENSG00000288092,lncRNA
ENSG00000257703,lncRNA
ENSG00000257860,lncRNA
ENSG00000179088,protein_coding
ENSG00000257415,processed_pseudogene
ENSG00000257994,unprocessed_pseudogene
ENSG00000286197,lncRNA
ENSG00000257762,lncRNA
ENSG00000136011,protein_coding
ENSG00000212594,snoRNA
ENSG00000257737,lncRNA
ENSG00000257766,lncRNA
ENSG00000257681,lncRNA
ENSG00000111696,protein_coding
ENSG00000257754,lncRNA
ENSG00000257327,lncRNA
ENSG00000214198,transcribed_unitary_pseudogene
ENSG00000166598,protein_coding
ENSG00000284503,miRNA
ENSG00000204954,protein_coding
ENSG00000139372,protein_coding
ENSG00000120820,protein_coding
ENSG00000216285,processed_pseudogene
ENSG00000111727,protein_coding
ENSG00000120837,protein_coding
ENSG00000199415,rRNA_pseudogene
ENSG00000257193,lncRNA
ENSG00000286258,lncRNA
ENSG00000198431,protein_coding
ENSG00000257732,lncRNA
ENSG00000213442,processed_pseudogene
ENSG00000255150,protein_coding
ENSG00000171310,protein_coding
ENSG00000258111,processed_pseudogene
ENSG00000279176,TEC
ENSG00000264295,miRNA
ENSG00000136052,protein_coding
ENSG00000222579,misc_RNA
ENSG00000286410,lncRNA
ENSG00000257758,processed_pseudogene
ENSG00000151131,protein_coding
ENSG00000136010,protein_coding
ENSG00000136051,protein_coding
ENSG00000136044,protein_coding
ENSG00000235162,protein_coding
ENSG00000286903,lncRNA
ENSG00000257642,lncRNA
ENSG00000286520,lncRNA
ENSG00000257859,lncRNA
ENSG00000257773,processed_pseudogene
ENSG00000257890,lncRNA
ENSG00000074590,protein_coding
ENSG00000257438,lncRNA
ENSG00000257611,processed_pseudogene
ENSG00000136026,protein_coding
ENSG00000258355,lncRNA
ENSG00000277715,lncRNA
ENSG00000238609,snRNA
ENSG00000166046,protein_coding
ENSG00000013503,protein_coding
ENSG00000257545,lncRNA
ENSG00000111783,protein_coding
ENSG00000257711,lncRNA
ENSG00000257918,lncRNA
ENSG00000111785,protein_coding
ENSG00000287957,lncRNA
ENSG00000257119,processed_pseudogene
ENSG00000240631,processed_pseudogene
ENSG00000260329,lncRNA
ENSG00000151135,protein_coding
ENSG00000120832,protein_coding
ENSG00000008405,protein_coding
ENSG00000257548,lncRNA
ENSG00000286678,lncRNA
ENSG00000257444,processed_pseudogene
ENSG00000151136,protein_coding
ENSG00000200897,snoRNA
ENSG00000222302,rRNA_pseudogene
ENSG00000257579,lncRNA
ENSG00000222160,misc_RNA
ENSG00000136045,protein_coding
ENSG00000240441,processed_pseudogene
ENSG00000110851,protein_coding
ENSG00000258136,lncRNA
ENSG00000187855,protein_coding
ENSG00000257398,lncRNA
ENSG00000257951,unprocessed_pseudogene
ENSG00000257392,unprocessed_pseudogene
ENSG00000257426,unprocessed_pseudogene
ENSG00000258072,processed_pseudogene
ENSG00000257129,transcribed_processed_pseudogene
ENSG00000075035,protein_coding
ENSG00000257281,processed_pseudogene
ENSG00000174600,protein_coding
ENSG00000247213,lncRNA
ENSG00000198855,protein_coding
ENSG00000075856,protein_coding
ENSG00000287202,lncRNA
ENSG00000136003,protein_coding
ENSG00000183160,protein_coding
ENSG00000110876,protein_coding
ENSG00000257221,lncRNA
ENSG00000284388,miRNA
ENSG00000110880,protein_coding
ENSG00000238457,snRNA
ENSG00000200060,misc_RNA
ENSG00000273499,snoRNA
ENSG00000084112,protein_coding
ENSG00000280110,TEC
ENSG00000274598,lncRNA
ENSG00000207622,miRNA
ENSG00000110887,protein_coding
ENSG00000166111,protein_coding
ENSG00000201324,snRNA
ENSG00000279630,TEC
ENSG00000135093,protein_coding
ENSG00000256262,lncRNA
ENSG00000212138,rRNA_pseudogene
ENSG00000189046,protein_coding
ENSG00000076248,protein_coding
ENSG00000256139,lncRNA
ENSG00000076555,protein_coding
ENSG00000139445,protein_coding
ENSG00000174527,protein_coding
ENSG00000256560,lncRNA
ENSG00000255655,lncRNA
ENSG00000110906,protein_coding
ENSG00000151148,protein_coding
ENSG00000139428,protein_coding
ENSG00000200274,snRNA
ENSG00000110921,protein_coding
ENSG00000200794,misc_RNA
ENSG00000139438,protein_coding
ENSG00000255650,lncRNA
ENSG00000111199,protein_coding
ENSG00000263510,miRNA
ENSG00000139433,protein_coding
ENSG00000256351,processed_pseudogene
ENSG00000241413,misc_RNA
ENSG00000249094,lncRNA
ENSG00000139437,protein_coding
ENSG00000139436,protein_coding
ENSG00000277299,lncRNA
ENSG00000280426,TEC
ENSG00000076513,protein_coding
ENSG00000174456,protein_coding
ENSG00000277595,lncRNA
ENSG00000286220,transcribed_unprocessed_pseudogene
ENSG00000279360,TEC
ENSG00000122970,protein_coding
ENSG00000174437,protein_coding
ENSG00000276956,misc_RNA
ENSG00000196510,protein_coding
ENSG00000258210,lncRNA
ENSG00000258011,processed_pseudogene
ENSG00000111229,protein_coding
ENSG00000111231,protein_coding
ENSG00000241680,processed_pseudogene
ENSG00000204856,protein_coding
ENSG00000111237,protein_coding
ENSG00000202335,snoRNA
ENSG00000278993,TEC
ENSG00000151164,protein_coding
ENSG00000196850,protein_coding
ENSG00000204852,protein_coding
ENSG00000263537,misc_RNA
ENSG00000122986,protein_coding
ENSG00000186298,protein_coding
ENSG00000279925,TEC
ENSG00000257268,lncRNA
ENSG00000241286,processed_pseudogene
ENSG00000173093,protein_coding
ENSG00000111245,protein_coding
ENSG00000185847,lncRNA
ENSG00000258240,lncRNA
ENSG00000111249,protein_coding
ENSG00000273700,miRNA
ENSG00000253080,rRNA_pseudogene
ENSG00000198324,protein_coding
ENSG00000257595,lncRNA
ENSG00000257539,processed_pseudogene
ENSG00000111252,protein_coding
ENSG00000204842,protein_coding
ENSG00000272215,snRNA
ENSG00000238168,processed_pseudogene
ENSG00000258099,lncRNA
ENSG00000089234,protein_coding
ENSG00000258359,processed_pseudogene
ENSG00000111271,protein_coding
ENSG00000257767,protein_coding
ENSG00000111275,protein_coding
ENSG00000274697,miRNA
ENSG00000234608,lncRNA
ENSG00000089022,protein_coding
ENSG00000244060,processed_pseudogene
ENSG00000229186,unitary_pseudogene
ENSG00000226469,unitary_pseudogene
ENSG00000198270,protein_coding
ENSG00000258373,processed_pseudogene
ENSG00000257624,processed_pseudogene
ENSG00000089248,protein_coding
ENSG00000274227,lncRNA
ENSG00000111300,protein_coding
ENSG00000266370,miRNA
ENSG00000258323,lncRNA
ENSG00000200688,misc_RNA
ENSG00000135148,protein_coding
ENSG00000200135,misc_RNA
ENSG00000173064,protein_coding
ENSG00000283793,miRNA
ENSG00000257494,lncRNA
ENSG00000201428,misc_RNA
ENSG00000213152,processed_pseudogene
ENSG00000257658,processed_pseudogene
ENSG00000089009,protein_coding
ENSG00000179295,protein_coding
ENSG00000089169,protein_coding
ENSG00000283507,miRNA
ENSG00000089127,protein_coding
ENSG00000257452,lncRNA
ENSG00000111331,protein_coding
ENSG00000111335,protein_coding
ENSG00000258159,processed_pseudogene
ENSG00000242461,processed_pseudogene
ENSG00000135144,protein_coding
ENSG00000111344,protein_coding
ENSG00000186710,protein_coding
ENSG00000199899,misc_RNA
ENSG00000123064,protein_coding
ENSG00000276908,miRNA
ENSG00000201208,misc_RNA
ENSG00000139405,protein_coding
ENSG00000257286,lncRNA
ENSG00000166578,protein_coding
ENSG00000186815,protein_coding
ENSG00000277566,lncRNA
ENSG00000274822,miRNA
ENSG00000089060,protein_coding
ENSG00000151176,protein_coding
ENSG00000135094,protein_coding
ENSG00000139410,protein_coding
ENSG00000089116,protein_coding
ENSG00000257935,lncRNA
ENSG00000249550,lncRNA
ENSG00000257231,processed_pseudogene
ENSG00000122965,protein_coding
ENSG00000287229,lncRNA
ENSG00000257359,lncRNA
ENSG00000257603,lncRNA
ENSG00000257997,lncRNA
ENSG00000257300,processed_pseudogene
ENSG00000257915,processed_pseudogene
ENSG00000257476,lncRNA
ENSG00000089225,protein_coding
ENSG00000255399,lncRNA
ENSG00000222982,misc_RNA
ENSG00000255830,processed_pseudogene
ENSG00000258244,processed_pseudogene
ENSG00000258254,lncRNA
ENSG00000199220,misc_RNA
ENSG00000135111,protein_coding
ENSG00000257817,lncRNA
ENSG00000287982,lncRNA
ENSG00000252459,snoRNA
ENSG00000257517,lncRNA
ENSG00000283459,lncRNA
ENSG00000274879,processed_pseudogene
ENSG00000257958,lncRNA
ENSG00000257519,lncRNA
ENSG00000271579,lncRNA
ENSG00000276308,lncRNA
ENSG00000276972,lncRNA
ENSG00000257726,lncRNA
ENSG00000258108,lncRNA
ENSG00000257407,lncRNA
ENSG00000241656,processed_pseudogene
ENSG00000240205,misc_RNA
ENSG00000257781,lncRNA
ENSG00000257683,lncRNA
ENSG00000200112,snoRNA
ENSG00000286991,lncRNA
ENSG00000123066,protein_coding
ENSG00000258034,lncRNA
ENSG00000200665,snRNA
ENSG00000207967,miRNA
ENSG00000257979,processed_pseudogene
ENSG00000258337,lncRNA
ENSG00000286354,lncRNA
ENSG00000258346,lncRNA
ENSG00000264037,miRNA
ENSG00000258018,lncRNA
ENSG00000196668,lncRNA
ENSG00000258102,protein_coding
ENSG00000275898,lncRNA
ENSG00000258249,lncRNA
ENSG00000257883,lncRNA
ENSG00000257654,lncRNA
ENSG00000111412,protein_coding
ENSG00000135119,protein_coding
ENSG00000239374,processed_pseudogene
ENSG00000201382,snRNA
ENSG00000275467,lncRNA
ENSG00000135116,protein_coding
ENSG00000240100,processed_pseudogene
ENSG00000174989,protein_coding
ENSG00000274554,lncRNA
ENSG00000257279,lncRNA
ENSG00000277840,lncRNA
ENSG00000088992,protein_coding
ENSG00000258285,lncRNA
ENSG00000135108,protein_coding
ENSG00000089250,protein_coding
ENSG00000257465,processed_pseudogene
ENSG00000255686,lncRNA
ENSG00000171435,protein_coding
ENSG00000256071,lncRNA
ENSG00000111445,protein_coding
ENSG00000277873,lncRNA
ENSG00000176871,protein_coding
ENSG00000276292,lncRNA
ENSG00000176834,protein_coding
ENSG00000274859,lncRNA
ENSG00000089220,protein_coding
ENSG00000135090,protein_coding
ENSG00000240342,processed_pseudogene
ENSG00000270482,lncRNA
ENSG00000111707,protein_coding
ENSG00000275759,lncRNA
ENSG00000275409,lncRNA
ENSG00000255714,lncRNA
ENSG00000241590,processed_pseudogene
ENSG00000256750,lncRNA
ENSG00000255618,lncRNA
ENSG00000255814,lncRNA
ENSG00000199809,rRNA_pseudogene
ENSG00000256149,lncRNA
ENSG00000201042,snoRNA
ENSG00000139767,protein_coding
ENSG00000286233,lncRNA
ENSG00000244112,misc_RNA
ENSG00000257095,lncRNA
ENSG00000152137,protein_coding
ENSG00000256884,lncRNA
ENSG00000256609,lncRNA
ENSG00000213144,processed_pseudogene
ENSG00000256311,lncRNA
ENSG00000281196,lncRNA
ENSG00000183273,protein_coding
ENSG00000248636,lncRNA
ENSG00000224982,protein_coding
ENSG00000252886,misc_RNA
ENSG00000111725,protein_coding
ENSG00000122966,protein_coding
ENSG00000255692,lncRNA
ENSG00000283768,miRNA
ENSG00000226729,processed_pseudogene
ENSG00000135127,protein_coding
ENSG00000278250,misc_RNA
ENSG00000255575,processed_pseudogene
ENSG00000111737,protein_coding
ENSG00000277283,lncRNA
ENSG00000089154,protein_coding
ENSG00000266704,miRNA
ENSG00000089157,protein_coding
ENSG00000255857,lncRNA
ENSG00000089159,protein_coding
ENSG00000286067,lncRNA
ENSG00000275936,lncRNA
ENSG00000240925,processed_pseudogene
ENSG00000123009,processed_pseudogene
ENSG00000202538,snRNA
ENSG00000200795,snRNA
ENSG00000089163,protein_coding
ENSG00000252659,snRNA
ENSG00000170890,protein_coding
ENSG00000135097,protein_coding
ENSG00000239881,transcribed_processed_pseudogene
ENSG00000256695,lncRNA
ENSG00000111775,protein_coding
ENSG00000111780,protein_coding
ENSG00000170855,protein_coding
ENSG00000257218,protein_coding
ENSG00000219355,processed_pseudogene
ENSG00000111786,protein_coding
ENSG00000088986,protein_coding
ENSG00000248008,lncRNA
ENSG00000278344,lncRNA
ENSG00000110871,protein_coding
ENSG00000222601,misc_RNA
ENSG00000241030,processed_pseudogene
ENSG00000022840,protein_coding
ENSG00000288623,protein_coding
ENSG00000167272,protein_coding
ENSG00000242137,processed_pseudogene
ENSG00000256008,lncRNA
ENSG00000157782,protein_coding
ENSG00000110917,protein_coding
ENSG00000256364,lncRNA
ENSG00000277423,lncRNA
ENSG00000276188,lncRNA
ENSG00000175970,protein_coding
ENSG00000256569,lncRNA
ENSG00000284143,miRNA
ENSG00000122971,protein_coding
ENSG00000255946,lncRNA
ENSG00000157837,protein_coding
ENSG00000213137,processed_pseudogene
ENSG00000286493,lncRNA
ENSG00000231313,processed_pseudogene
ENSG00000244585,processed_pseudogene
ENSG00000241388,lncRNA
ENSG00000135100,protein_coding
ENSG00000157895,protein_coding
ENSG00000135114,protein_coding
ENSG00000283542,unitary_pseudogene
ENSG00000256963,processed_pseudogene
ENSG00000279001,TEC
ENSG00000201945,snoRNA
ENSG00000223538,processed_pseudogene
ENSG00000089041,protein_coding
ENSG00000286248,lncRNA
ENSG00000274029,lncRNA
ENSG00000135124,protein_coding
ENSG00000110931,protein_coding
ENSG00000089053,protein_coding
ENSG00000258435,lncRNA
ENSG00000170633,protein_coding
ENSG00000089094,protein_coding
ENSG00000284402,miRNA
ENSG00000256742,lncRNA
ENSG00000252393,snRNA
ENSG00000276045,protein_coding
ENSG00000139714,protein_coding
ENSG00000286586,lncRNA
ENSG00000188735,protein_coding
ENSG00000139725,protein_coding
ENSG00000212694,lncRNA
ENSG00000272849,lncRNA
ENSG00000274292,lncRNA
ENSG00000139718,protein_coding
ENSG00000158104,protein_coding
ENSG00000256811,lncRNA
ENSG00000278084,lncRNA
ENSG00000287493,lncRNA
ENSG00000110801,protein_coding
ENSG00000256950,protein_coding
ENSG00000283389,misc_RNA
ENSG00000239082,snRNA
ENSG00000158023,protein_coding
ENSG00000255856,lncRNA
ENSG00000110987,protein_coding
ENSG00000256546,lncRNA
ENSG00000175727,protein_coding
ENSG00000158113,protein_coding
ENSG00000204671,protein_coding
ENSG00000176383,protein_coding
ENSG00000284934,protein_coding
ENSG00000184047,protein_coding
ENSG00000256861,protein_coding
ENSG00000139719,protein_coding
ENSG00000130779,protein_coding
ENSG00000214760,processed_pseudogene
ENSG00000257097,lncRNA
ENSG00000033030,protein_coding
ENSG00000252192,snoRNA
ENSG00000275265,lncRNA
ENSG00000111011,protein_coding
ENSG00000184445,protein_coding
ENSG00000255972,processed_pseudogene
ENSG00000274191,lncRNA
ENSG00000256249,lncRNA
ENSG00000182782,protein_coding
ENSG00000255398,protein_coding
ENSG00000196917,protein_coding
ENSG00000256044,processed_pseudogene
ENSG00000139726,protein_coding
ENSG00000206914,misc_RNA
ENSG00000130783,protein_coding
ENSG00000130787,protein_coding
ENSG00000139722,protein_coding
ENSG00000256152,lncRNA
ENSG00000280138,TEC
ENSG00000150967,protein_coding
ENSG00000111325,protein_coding
ENSG00000256028,lncRNA
ENSG00000182196,protein_coding
ENSG00000090975,protein_coding
ENSG00000265526,miRNA
ENSG00000251497,lncRNA
ENSG00000280381,TEC
ENSG00000051825,protein_coding
ENSG00000280120,TEC
ENSG00000130921,protein_coding
ENSG00000111328,protein_coding
ENSG00000269980,lncRNA
ENSG00000199845,rRNA_pseudogene
ENSG00000139697,protein_coding
ENSG00000207189,misc_RNA
ENSG00000256092,lncRNA
ENSG00000284425,miRNA
ENSG00000183955,protein_coding
ENSG00000150977,protein_coding
ENSG00000270445,processed_pseudogene
ENSG00000184209,protein_coding
ENSG00000188026,protein_coding
ENSG00000274427,lncRNA
ENSG00000278112,lncRNA
ENSG00000266655,miRNA
ENSG00000247373,lncRNA
ENSG00000086598,protein_coding
ENSG00000111364,protein_coding
ENSG00000206897,snoRNA
ENSG00000111361,protein_coding
ENSG00000111358,protein_coding
